,carat,cut,color,clarity,depth,table,price,x,y,z
371,0.51,Premium,G,VS2,62.2,57.0,,5.15,5.1,3.19
372,0.32,Ideal,G,IF,62.2,54.0,,4.42,4.45,2.76
373,1.08,Premium,I,SI2,62.7,57.0,,6.57,6.53,4.11
374,0.33,Premium,H,VS1,59.7,59.0,,4.53,4.52,2.7
375,0.37,Ideal,F,SI1,61.6,55.0,,4.65,4.67,2.87
376,0.26,Very Good,F,VVS2,63.2,54.0,,4.05,4.08,2.57
377,1.25,Premium,I,VS1,60.4,59.0,,6.94,7.01,4.21
378,0.42,Very Good,D,SI1,60.2,57.0,,4.85,4.89,2.93
379,0.42,Ideal,G,VVS2,60.7,55.0,,4.89,4.86,2.96
380,1.0,Fair,E,VS2,57.3,64.0,,6.59,6.46,3.79
381,1.01,Premium,G,VS2,61.2,57.0,,6.46,6.41,3.94
382,0.51,Good,E,VS2,59.2,62.0,,5.22,5.29,3.11
383,1.0,Ideal,I,VS2,62.6,54.0,,6.39,6.35,3.99
384,1.5,Ideal,I,VVS2,60.8,57.0,,7.38,7.42,4.5
385,0.51,Ideal,F,VS1,61.9,56.0,,5.17,5.11,3.18
386,0.7,Ideal,D,SI1,60.7,56.0,,5.72,5.75,3.48
387,1.0,Very Good,F,VS2,63.2,56.0,,6.32,6.37,4.01
388,1.03,Good,D,SI1,64.3,58.0,,6.31,6.28,4.05
389,0.7,Premium,G,VVS2,62.9,59.0,,5.68,5.61,3.55
390,1.34,Ideal,D,SI1,62.2,57.0,,7.07,6.95,4.36
391,0.32,Ideal,E,VVS2,60.9,55.0,,4.41,4.43,2.69
392,1.01,Fair,G,SI1,66.1,56.0,,6.26,6.2,4.12
393,0.4,Premium,G,VVS1,61.5,58.0,,4.69,4.74,2.9
394,1.75,Premium,G,VS2,61.5,59.0,,7.76,7.66,4.74
395,0.7,Very Good,F,VS2,62.9,58.0,,5.63,5.65,3.55
396,0.43,Premium,G,VVS1,60.3,58.0,,4.91,4.87,2.95
397,2.02,Premium,I,VS2,59.2,58.0,,8.29,8.25,4.89
398,0.75,Very Good,D,SI1,60.7,55.0,,5.87,5.92,3.58
399,1.05,Very Good,H,SI2,61.4,58.0,,6.54,6.58,4.03
400,0.51,Ideal,E,SI1,61.1,56.0,,5.17,5.2,3.17
401,0.27,Very Good,E,VS2,63.1,57.0,,4.07,4.11,2.58
402,1.6,Premium,I,SI2,60.8,58.0,,7.59,7.51,4.59
403,0.4,Ideal,I,VS1,63.0,56.0,,4.72,4.68,2.96
404,1.72,Premium,H,VS1,59.3,59.0,,7.86,7.82,4.65
405,1.12,Very Good,H,SI2,61.7,59.0,,6.67,6.71,4.13
406,0.3,Ideal,F,VVS1,62.4,54.0,,4.31,4.35,2.7
407,1.01,Very Good,F,VVS2,61.9,56.0,,6.42,6.48,3.99
408,1.03,Very Good,D,SI1,63.0,59.0,,6.39,6.44,4.04
409,0.3,Ideal,E,VS1,61.3,58.0,,4.29,4.32,2.64
410,1.65,Ideal,H,VVS2,62.1,56.0,,7.68,7.65,4.76
411,2.03,Very Good,I,SI2,61.2,55.0,,8.14,8.26,5.02
412,5.01,Fair,J,I1,65.5,59.0,,10.74,10.54,6.98
413,1.23,Very Good,F,VVS2,62.2,58.0,,6.81,6.86,4.25
414,1.11,Premium,F,SI2,62.2,57.0,,6.67,6.61,4.13
415,0.41,Ideal,D,VS1,62.1,56.0,,4.77,4.8,2.97
416,0.75,Ideal,I,VS1,61.9,54.1,,5.82,5.85,3.61
417,0.33,Ideal,D,VS2,61.1,56.0,,4.5,4.54,2.76
418,0.31,Very Good,H,IF,61.3,55.0,,4.37,4.4,2.69
419,0.51,Ideal,G,SI2,61.9,55.0,,5.12,5.14,3.17
420,0.7,Ideal,F,VS1,61.2,58.0,,5.7,5.73,3.5
421,1.01,Premium,G,SI2,62.4,58.0,,6.38,6.41,3.99
422,0.32,Very Good,H,VS1,63.0,55.0,,4.4,4.42,2.78
423,0.5,Premium,E,VS2,62.9,60.0,,5.04,5.01,3.16
424,0.56,Ideal,E,VS2,62.6,57.0,,5.26,5.29,3.3
425,1.02,Very Good,H,SI2,63.4,54.0,,6.37,6.43,4.06
426,2.05,Premium,E,SI2,59.7,59.0,,8.39,8.27,4.97
427,0.3,Ideal,F,VVS1,61.5,56.0,,4.32,4.36,2.67
428,0.35,Ideal,D,VVS1,61.5,57.0,,4.55,4.52,2.79
429,0.26,Ideal,F,VS1,62.1,54.0,,4.12,4.13,2.56
430,0.41,Ideal,E,VVS1,61.4,57.0,,4.8,4.77,2.94
431,1.1,Ideal,H,SI2,62.0,55.0,,6.6,6.62,4.1
432,2.02,Ideal,I,VS1,62.3,59.0,,8.02,8.06,5.01
433,0.32,Ideal,I,VS1,62.0,54.0,,4.37,4.41,2.72
434,1.06,Premium,H,VS1,62.1,60.0,,6.52,6.5,4.04
435,1.31,Ideal,I,VS1,62.1,56.0,,7.01,7.04,4.36
436,0.91,Very Good,D,SI1,62.0,60.0,,6.12,6.2,3.82
437,0.31,Ideal,E,VS1,61.8,56.0,,4.37,4.34,2.69
438,1.03,Premium,E,VS2,62.9,61.0,,6.42,6.36,4.02
439,0.31,Ideal,H,SI1,61.3,57.0,,4.36,4.38,2.68
440,1.01,Good,G,VS2,63.9,54.0,,6.37,6.31,4.05
441,1.51,Very Good,H,SI2,60.2,59.0,,7.33,7.43,4.44
442,0.81,Premium,D,SI1,62.4,59.0,,5.96,5.89,3.7
443,1.56,Good,G,SI2,63.7,54.0,,7.35,7.31,4.67
444,0.33,Ideal,F,VS2,62.0,54.2,,4.42,4.45,2.75
445,0.43,Ideal,D,SI1,61.5,56.0,,4.87,4.82,2.98
446,0.36,Very Good,D,SI1,63.1,55.0,,4.59,4.54,2.88
447,0.5,Premium,J,VS1,62.4,61.0,,4.98,4.96,3.1
448,0.37,Ideal,F,VVS1,61.5,56.0,,4.59,4.61,2.83
449,0.72,Very Good,F,VS2,63.3,57.0,,5.69,5.72,3.61
450,0.91,Premium,I,SI2,62.0,59.0,,6.18,6.23,3.85
451,1.02,Ideal,H,VVS2,62.1,56.0,,6.5,6.45,4.02
452,0.9,Very Good,E,VS1,60.7,61.0,,6.21,6.24,3.78
453,0.33,Premium,E,VS2,61.0,60.0,,4.47,4.42,2.71
454,1.02,Very Good,F,VS1,62.7,55.0,,6.37,6.43,4.01
455,1.0,Good,F,VS2,63.3,55.0,,6.29,6.34,4.0
456,0.61,Very Good,H,VVS2,60.5,57.0,,5.52,5.54,3.35
457,0.75,Very Good,E,SI1,63.6,56.0,,5.73,5.75,3.65
458,0.3,Fair,E,VS2,66.7,59.0,,4.23,4.05,2.78
459,1.7,Premium,I,VS2,61.9,56.0,,7.55,7.5,4.66
460,0.41,Very Good,G,SI1,60.3,60.0,,4.76,4.8,2.88
461,1.22,Very Good,H,SI2,62.9,59.0,,6.66,6.76,4.22
462,1.11,Ideal,I,SI1,62.4,55.0,,6.6,6.64,4.13
463,1.53,Ideal,F,SI1,60.3,57.0,,7.45,7.52,4.51
464,0.26,Ideal,I,VS2,62.0,56.0,,4.13,4.09,2.55
465,0.24,Very Good,D,VVS2,61.5,61.0,,4.02,4.04,2.48
466,2.0,Premium,G,SI2,61.7,60.0,,7.95,7.9,4.89
467,0.42,Ideal,E,SI1,62.6,57.0,,4.81,4.84,3.02
468,1.08,Very Good,G,VS2,60.6,58.0,,6.65,6.71,4.05
469,0.28,Very Good,F,VS1,62.3,52.0,,4.2,4.26,2.62
470,0.32,Ideal,G,VVS2,62.1,55.0,,4.38,4.35,2.71
471,1.54,Ideal,G,VS1,61.2,56.0,,7.45,7.46,4.57
472,1.5,Very Good,E,SI1,59.6,58.0,,7.38,7.41,4.41
473,0.5,Ideal,D,VVS2,60.4,54.0,,5.23,5.17,3.14
474,1.14,Premium,H,VS2,61.3,59.0,,6.76,6.72,4.13
475,0.9,Fair,I,VS1,65.2,60.0,,6.0,5.96,3.9
476,1.0,Good,J,VS2,58.7,61.0,,6.5,6.52,3.82
477,1.64,Very Good,J,SI2,62.0,59.0,,7.47,7.52,4.65
478,0.9,Very Good,G,SI1,63.5,59.0,,6.07,6.11,3.87
479,0.54,Ideal,G,SI1,62.6,57.0,,5.21,5.18,3.25
480,0.57,Premium,H,VS1,61.7,58.0,,5.33,5.3,3.28
481,1.2,Ideal,I,VS1,62.8,55.0,,6.79,6.75,4.25
482,0.3,Very Good,H,VS1,63.2,59.0,,4.31,4.27,2.71
483,0.7,Very Good,E,VS2,58.7,63.0,,5.73,5.69,3.35
484,0.37,Ideal,G,VS2,60.8,57.0,,4.61,4.66,2.82
485,1.24,Premium,H,SI2,60.4,59.0,,6.99,6.92,4.2
486,0.37,Very Good,F,VS2,63.3,56.0,,4.63,4.56,2.91
487,1.5,Good,D,SI2,63.8,58.0,,7.2,7.16,4.58
488,1.11,Ideal,H,SI2,61.2,56.0,,6.7,6.69,4.1
489,0.71,Ideal,D,SI2,62.3,56.0,,5.68,5.72,3.55
490,0.4,Ideal,E,VS1,61.1,57.0,,4.75,4.78,2.97
491,1.51,Premium,E,SI1,59.6,61.0,,7.53,7.43,4.46
492,2.01,Ideal,E,SI2,62.1,57.0,,8.0,7.88,4.93
493,0.53,Premium,G,VS1,60.1,58.0,,5.32,5.27,3.18
494,0.71,Ideal,H,VS1,61.9,56.0,,5.7,5.74,3.54
495,0.5,Ideal,E,VS2,62.5,57.0,,5.1,5.04,3.17
496,0.7,Good,F,SI1,63.2,57.0,,5.62,5.68,3.57
497,0.7,Premium,G,VS2,61.6,58.0,,5.69,5.73,3.52
498,1.19,Premium,G,SI2,58.9,60.0,,7.0,6.92,4.09
499,1.0,Very Good,H,VS2,59.6,59.0,,6.47,6.54,3.88
500,1.2,Very Good,I,SI1,60.0,60.0,,6.81,6.89,4.11
501,2.24,Ideal,F,SI2,60.3,59.0,,8.47,8.5,5.12
502,0.31,Fair,E,VS2,55.9,62.0,,4.6,4.56,2.56
503,0.71,Very Good,D,VS2,63.0,57.0,,5.67,5.7,3.58
504,0.7,Very Good,I,SI2,63.4,59.0,,5.66,5.57,3.56
505,0.3,Ideal,F,VVS1,61.9,57.0,,4.3,4.32,2.67
506,0.34,Very Good,F,SI2,63.3,54.0,,4.48,4.46,2.83
507,1.01,Ideal,G,SI1,62.3,56.0,,6.42,6.38,3.99
508,0.51,Ideal,G,SI2,62.1,56.0,,5.1,5.13,3.18
509,0.56,Ideal,D,VS2,61.6,56.0,,5.31,5.27,3.26
510,0.61,Very Good,G,VS1,62.7,57.0,,5.36,5.43,3.38
511,0.71,Good,I,SI1,60.9,64.0,,5.72,5.67,3.47
512,0.29,Very Good,F,VVS1,59.8,61.0,,4.31,4.35,2.59
513,1.23,Ideal,J,SI2,62.4,58.0,,6.79,6.86,4.26
514,0.73,Fair,F,I1,66.9,54.0,,5.62,5.54,3.74
515,0.41,Ideal,D,VS1,61.0,57.0,,4.78,4.82,2.93
516,0.41,Good,F,SI1,63.3,58.0,,4.71,4.74,2.99
517,1.02,Very Good,F,SI2,60.4,60.0,,6.49,6.53,3.93
518,0.72,Ideal,D,SI2,62.3,57.0,,5.8,5.75,3.6
519,0.5,Ideal,F,SI1,62.7,57.0,,5.09,5.06,3.18
520,1.2,Ideal,G,VS1,62.4,57.0,,6.8,6.78,4.24
521,1.0,Premium,E,SI2,58.5,59.0,,6.62,6.51,3.84
522,1.04,Premium,H,SI1,62.1,56.0,,6.48,6.41,4.01
523,0.4,Very Good,I,VS1,61.7,57.0,,4.71,4.73,2.91
524,2.07,Ideal,J,SI2,62.5,56.0,,8.18,8.08,5.08
525,0.35,Premium,E,VS2,60.7,60.0,,4.58,4.55,2.77
526,0.7,Fair,G,VS1,65.6,60.0,,5.57,5.5,3.63
527,1.15,Ideal,H,SI1,63.0,57.0,,6.71,6.66,4.21
528,1.0,Very Good,E,VS2,62.6,60.0,,6.35,6.4,3.99
529,1.12,Ideal,G,SI2,61.3,55.0,,6.74,6.7,4.12
530,0.33,Ideal,E,VVS2,61.4,55.0,,4.46,4.5,2.75
531,1.01,Very Good,H,SI1,62.5,58.0,,6.37,6.42,4.0
532,0.5,Very Good,E,VS2,61.1,61.0,,5.11,5.13,3.13
533,0.3,Ideal,H,VS1,62.7,55.0,,4.3,4.25,2.68
534,0.63,Very Good,F,VS2,63.0,56.2,,5.38,5.48,3.42
535,0.52,Ideal,F,VVS1,61.3,55.0,,5.19,5.22,3.19
536,0.36,Ideal,G,VS1,62.3,57.0,,4.55,4.57,2.84
537,0.9,Very Good,D,SI2,59.0,61.0,,6.28,6.32,3.72
538,0.5,Good,G,SI2,63.8,57.0,,5.02,4.98,3.19
539,0.3,Ideal,E,VS1,61.6,55.0,,4.34,4.36,2.68
540,0.33,Ideal,D,VS2,61.8,56.0,,4.4,4.44,2.73
541,0.59,Premium,D,SI1,62.3,54.0,,5.41,5.38,3.36
542,0.73,Very Good,G,VS1,60.7,57.0,,5.76,5.83,3.52
543,1.04,Ideal,G,SI2,62.0,57.0,,6.6,6.53,4.07
544,0.5,Good,F,VS2,63.3,57.0,,5.02,5.06,3.19
545,0.59,Premium,E,SI1,61.8,60.0,,5.39,5.33,3.31
546,1.28,Ideal,I,VS2,61.6,57.0,,7.01,6.98,4.31
547,1.05,Premium,E,SI2,60.3,61.0,,6.62,6.57,3.98
548,1.5,Very Good,G,VS1,59.1,62.0,,7.38,7.42,4.37
549,1.02,Ideal,D,VS1,62.7,55.0,,6.49,6.4,4.04
550,1.29,Premium,H,VS2,61.2,60.0,,7.03,6.95,4.28
551,0.32,Ideal,H,VS2,62.0,55.0,,4.42,4.39,2.73
552,0.54,Ideal,G,VVS1,62.0,57.0,,5.25,5.21,3.24
553,1.22,Ideal,J,VS1,60.8,57.0,,6.85,6.89,4.18
554,0.4,Ideal,G,SI2,62.6,54.0,,4.73,4.76,2.97
555,1.37,Premium,E,SI2,61.0,57.0,,7.25,7.19,4.4
556,2.19,Ideal,I,SI2,62.5,56.0,,8.31,8.24,5.18
557,0.31,Ideal,F,VVS1,60.7,56.0,,4.4,4.37,2.66
558,0.41,Ideal,F,VVS1,60.7,56.0,,4.81,4.85,2.93
559,0.3,Ideal,D,VVS2,62.2,55.0,,4.32,4.33,2.69
560,0.34,Ideal,D,VS1,62.6,56.0,,4.49,4.52,2.82
561,0.42,Premium,E,SI1,62.7,57.0,,4.83,4.77,3.01
562,0.56,Premium,H,VS1,60.1,58.0,,5.4,5.35,3.23
563,1.19,Premium,H,SI1,61.4,58.0,,6.79,6.83,4.18
564,2.11,Ideal,J,VS1,61.8,56.2,,8.2,8.23,5.07
565,0.32,Premium,E,SI2,59.7,60.0,,4.45,4.43,2.65
566,0.35,Very Good,G,VS1,61.7,61.0,,4.49,4.52,2.78
567,0.32,Ideal,I,SI2,61.0,56.0,,4.43,4.45,2.71
568,1.8,Good,F,SI2,57.9,58.0,,8.08,8.13,4.69
569,0.46,Ideal,G,VVS1,62.0,54.0,,4.97,5.0,3.09
570,0.7,Premium,H,VS1,62.8,60.0,,5.61,5.56,3.51
571,0.3,Ideal,I,IF,62.5,56.0,,4.26,4.28,2.67
572,1.02,Premium,I,SI1,62.7,55.0,,6.48,6.41,4.04
573,0.4,Good,E,SI2,63.1,57.0,,4.7,4.72,2.97
574,0.42,Premium,I,SI1,62.6,58.0,,4.8,4.76,2.99
575,1.21,Premium,H,SI1,59.8,58.0,,6.95,6.9,4.14
576,0.37,Premium,E,VS2,62.3,59.0,,4.59,4.56,2.85
577,0.56,Ideal,F,SI1,62.3,55.0,,5.27,5.32,3.3
578,1.01,Fair,H,VS1,66.1,55.0,,6.28,6.24,4.14
579,0.34,Ideal,G,VS2,62.0,56.0,,4.5,4.47,2.78
580,0.38,Very Good,F,IF,60.2,58.0,,4.73,4.7,2.84
581,0.31,Premium,H,VVS2,61.2,60.0,,4.39,4.37,2.68
582,0.65,Ideal,E,VS2,62.0,56.0,,5.6,5.57,3.46
583,1.5,Premium,H,SI2,62.3,60.0,,7.3,7.22,4.52
584,1.01,Good,F,SI2,61.5,61.0,,6.33,6.38,3.91
585,1.5,Premium,I,VS1,62.7,59.0,,7.3,7.25,4.56
586,0.52,Ideal,F,VVS2,60.6,56.0,,5.22,5.24,3.17
587,0.41,Ideal,G,IF,61.0,57.0,,4.79,4.81,2.93
588,1.2,Ideal,G,SI2,62.2,56.0,,6.74,6.84,4.22
589,0.31,Ideal,H,VS2,61.9,55.0,,4.35,4.38,2.7
590,1.08,Premium,H,VS2,62.4,58.0,,6.56,6.49,4.07
591,0.28,Ideal,G,SI1,61.2,54.0,,4.22,4.27,2.6
592,0.3,Ideal,I,VS2,62.1,58.0,,4.27,4.29,2.66
593,1.18,Ideal,I,SI1,62.1,56.0,,6.79,6.77,4.21
594,1.06,Ideal,I,SI1,62.8,56.0,,6.52,6.47,4.08
595,0.3,Ideal,G,SI1,61.0,58.0,,4.29,4.36,2.64
596,1.52,Ideal,H,SI1,61.3,57.0,,7.38,7.32,4.51
597,0.32,Ideal,E,VS1,61.4,56.0,,4.42,4.44,2.72
598,1.1,Very Good,J,SI2,61.8,58.0,,6.6,6.63,4.09
599,1.56,Very Good,H,VS2,63.1,60.0,,7.43,7.34,4.66
600,1.51,Premium,H,VS1,61.0,60.0,,7.29,7.34,4.46
601,0.55,Ideal,H,VVS2,61.6,55.0,,5.3,5.31,3.26
602,0.32,Ideal,G,VVS1,61.7,56.0,,4.41,4.37,2.71
603,0.74,Ideal,F,SI2,62.0,56.0,,5.78,5.82,3.6
604,0.7,Ideal,H,SI2,61.6,56.0,,5.69,5.71,3.51
605,1.03,Premium,G,VS2,62.2,56.0,,6.51,6.48,4.04
606,0.62,Fair,E,SI2,58.2,60.0,,5.7,5.51,3.26
607,1.0,Ideal,F,VVS2,61.9,57.0,,6.47,6.42,3.99
608,0.38,Ideal,D,VS1,62.4,56.0,,4.68,4.64,2.91
609,0.9,Very Good,F,SI2,63.4,60.0,,6.06,6.09,3.85
610,0.82,Premium,I,VS2,62.6,59.0,,5.91,5.87,3.69
611,0.62,Premium,G,SI1,62.6,60.0,,5.42,5.38,3.38
612,0.9,Premium,E,VS1,60.1,56.0,,6.38,6.3,3.81
613,1.53,Premium,G,VS1,62.6,60.0,,7.39,7.3,4.6
614,0.56,Good,F,VS1,58.6,62.0,,5.3,5.45,3.16
615,0.4,Ideal,F,VS1,62.0,56.0,,4.73,4.75,2.94
616,0.7,Ideal,G,SI2,61.4,57.0,,5.69,5.74,3.51
617,0.72,Good,F,VS1,60.7,60.0,,5.74,5.72,3.48
618,0.82,Premium,F,VS1,62.1,56.0,,6.02,5.97,3.72
619,0.73,Ideal,G,VS1,60.8,58.0,,5.81,5.87,3.55
620,0.77,Good,D,SI2,63.8,58.0,,5.81,5.78,3.7
621,0.3,Ideal,G,VS1,61.1,56.0,,4.36,4.35,2.66
622,0.61,Ideal,F,VVS2,61.1,57.0,,5.47,5.49,3.34
623,0.32,Ideal,H,SI1,61.8,55.0,,4.39,4.41,2.72
624,1.05,Good,H,IF,64.3,58.0,,6.5,6.35,4.13
625,1.53,Ideal,I,VS2,61.7,57.0,,7.36,7.41,4.56
626,0.66,Good,G,VS1,61.6,61.0,,5.56,5.63,3.43
627,0.38,Good,I,SI1,63.7,57.0,,4.63,4.57,2.93
628,1.01,Ideal,I,SI1,60.3,58.0,,6.5,6.56,3.94
629,1.01,Very Good,E,VS2,62.9,58.0,,6.36,6.39,4.01
630,0.25,Very Good,D,VVS2,64.2,55.0,,3.98,4.0,2.56
631,0.9,Very Good,F,VS2,64.2,59.0,,6.07,6.11,3.91
632,0.83,Ideal,G,VS1,62.1,55.0,,6.02,6.05,3.75
633,0.94,Very Good,G,VVS1,63.3,57.0,,6.21,6.14,3.91
634,1.02,Ideal,G,VS2,62.5,58.0,,6.36,6.44,4.0
635,0.51,Ideal,D,SI1,62.9,57.0,,5.12,5.09,3.21
636,0.3,Very Good,E,VS1,60.2,57.0,,4.37,4.3,2.61
637,0.25,Ideal,F,VVS1,62.3,56.0,,4.01,4.03,2.5
638,0.73,Premium,E,SI1,62.7,58.0,,5.76,5.7,3.59
639,1.2,Good,I,VS1,64.8,58.0,,6.6,6.65,4.29
640,1.33,Very Good,G,VS2,61.7,59.0,,7.04,7.09,4.36
641,1.09,Premium,I,SI1,61.7,59.0,,6.59,6.53,4.05
642,0.44,Very Good,E,SI1,63.2,53.0,,4.87,4.84,3.07
643,0.36,Ideal,H,VS2,61.4,57.0,,4.59,4.63,2.83
644,0.41,Very Good,F,SI1,63.3,58.0,,4.74,4.71,2.99
645,1.13,Premium,G,VVS2,61.4,58.0,,6.68,6.73,4.12
646,0.55,Ideal,G,VVS2,62.0,57.0,,5.22,5.26,3.25
647,0.45,Ideal,E,SI2,61.5,55.0,,4.92,4.97,3.04
648,0.52,Very Good,F,SI1,58.6,61.0,,5.28,5.3,3.1
649,0.63,Ideal,G,VS2,62.6,55.0,,5.5,5.46,3.43
650,1.16,Ideal,J,SI1,61.8,55.0,,6.75,6.78,4.18
651,1.51,Very Good,I,SI1,63.0,59.0,,7.26,7.31,4.59
652,0.35,Ideal,G,VVS2,62.1,56.0,,4.51,4.47,2.79
653,0.94,Ideal,F,VS2,61.2,57.0,,6.29,6.33,3.86
654,1.11,Ideal,I,VS1,63.0,56.0,,6.61,6.57,4.15
655,1.11,Premium,E,VS2,62.2,58.0,,6.61,6.64,4.12
656,1.01,Premium,G,VS1,62.6,59.0,,6.38,6.43,4.01
657,0.57,Ideal,H,VS2,61.6,55.0,,5.34,5.36,3.29
658,1.22,Fair,I,SI1,66.2,60.0,,6.61,6.56,4.36
659,0.31,Ideal,E,VS2,61.0,56.0,,4.38,4.34,2.66
660,0.5,Premium,D,SI1,61.3,60.0,,5.15,5.1,3.14
661,1.26,Ideal,F,VS2,61.2,57.0,,6.96,6.99,4.27
662,0.56,Premium,G,SI1,62.4,58.0,,5.23,5.29,3.28
663,1.54,Ideal,G,SI2,61.7,56.0,,7.44,7.41,4.58
664,0.34,Premium,D,SI1,59.6,61.0,,4.53,4.5,2.69
665,0.52,Premium,F,VS2,61.4,62.0,,5.19,5.16,3.18
666,1.5,Premium,G,SI2,60.1,59.0,,7.38,7.36,4.43
667,1.01,Very Good,F,SI1,61.0,57.0,,6.44,6.54,3.96
668,0.9,Very Good,H,VS2,62.2,58.0,,6.11,6.18,3.82
669,2.01,Premium,I,SI1,60.2,59.0,,8.18,8.12,4.91
670,0.4,Ideal,F,VVS1,61.8,58.0,,4.72,4.76,2.93
671,0.83,Very Good,G,SI2,63.1,61.0,,5.96,5.92,3.75
672,2.1,Ideal,H,SI1,62.9,57.0,,8.19,8.12,5.13
673,0.7,Very Good,F,IF,61.5,58.0,,5.65,5.7,3.49
674,0.35,Very Good,H,VS1,60.8,63.0,,4.57,4.54,2.77
675,0.55,Premium,E,VS2,58.1,62.0,,5.46,5.38,3.15
676,0.59,Ideal,F,SI1,62.3,54.0,,5.37,5.41,3.36
677,1.67,Ideal,H,VS1,61.8,56.0,,7.6,7.57,4.69
678,1.32,Fair,H,I1,65.8,55.0,,6.87,6.83,4.51
679,1.09,Ideal,G,VS1,62.4,57.0,,6.55,6.63,4.11
680,0.56,Ideal,I,VS2,62.1,54.0,,5.3,5.33,3.3
681,0.3,Premium,E,IF,61.9,58.0,,4.26,4.3,2.65
682,0.51,Ideal,E,SI1,61.5,55.0,,5.16,5.18,3.18
683,0.25,Premium,F,IF,61.1,58.0,,4.08,4.1,2.5
684,1.0,Good,F,VS2,64.0,59.0,,6.29,6.25,4.03
685,0.9,Very Good,F,SI1,63.0,61.0,,6.09,6.14,3.85
686,1.09,Ideal,G,VS1,61.7,54.0,,6.65,6.7,4.12
687,1.59,Very Good,D,SI1,62.8,54.0,,7.43,7.48,4.68
688,1.51,Very Good,G,VVS2,62.6,59.0,,7.26,7.3,4.56
689,0.57,Ideal,G,SI1,62.1,56.0,,5.28,5.32,3.29
690,0.31,Ideal,F,VS2,62.4,56.0,,4.31,4.34,2.7
691,2.22,Premium,I,SI1,62.7,58.0,,8.33,8.28,5.21
692,0.41,Good,E,SI1,63.6,56.0,,4.73,4.7,3.0
693,0.33,Very Good,I,VVS1,62.5,61.0,,4.38,4.42,2.75
694,2.02,Premium,E,SI2,58.2,60.0,,8.32,8.25,4.82
695,1.7,Premium,G,VS2,60.9,60.0,,7.71,7.68,4.69
696,1.02,Ideal,H,SI2,60.5,57.0,,6.52,6.56,3.95
697,0.32,Ideal,D,VVS2,61.2,56.0,,4.43,4.39,2.7
698,1.02,Premium,F,VS1,61.9,58.0,,6.45,6.5,4.01
699,1.2,Premium,I,SI1,61.4,57.0,,6.87,6.8,4.2
700,1.02,Very Good,E,SI2,60.5,58.0,,6.54,6.58,3.97
701,0.72,Very Good,I,SI2,63.4,56.0,,5.67,5.72,3.61
702,0.3,Ideal,F,IF,62.4,54.0,,4.33,4.36,2.71
703,1.12,Fair,I,SI2,64.6,57.0,,6.5,6.47,4.19
704,0.32,Premium,H,VS2,60.6,58.0,,4.47,4.44,2.7
705,0.3,Very Good,F,IF,62.0,55.0,,4.33,4.35,2.69
706,0.54,Ideal,G,VS1,61.3,57.0,,5.25,5.28,3.23
707,0.54,Good,E,SI1,59.9,63.0,,5.25,5.3,3.16
708,0.3,Ideal,E,SI1,61.4,56.0,,4.36,4.33,2.67
709,1.04,Premium,I,SI2,62.0,57.0,,6.53,6.47,4.03
710,0.7,Fair,F,VS2,64.5,57.0,,5.57,5.53,3.58
711,1.2,Premium,G,VVS2,61.2,58.0,,6.88,6.84,4.2
712,0.37,Ideal,E,VS1,63.3,54.0,,4.59,4.63,2.91
713,0.49,Premium,G,SI1,62.5,58.0,,5.03,4.98,3.13
714,0.31,Premium,G,VS1,59.5,59.0,,4.4,4.47,2.64
715,0.7,Very Good,G,SI2,60.7,58.0,,5.74,5.8,3.5
716,0.54,Ideal,G,VS1,61.4,57.0,,5.2,5.23,3.2
717,0.72,Good,H,SI2,64.1,58.0,,5.65,5.68,3.63
718,0.42,Ideal,I,VVS1,62.4,57.0,,4.79,4.83,3.0
719,0.8,Good,D,SI2,64.0,60.0,,5.91,5.81,3.75
720,1.18,Ideal,G,VVS2,62.2,54.0,,6.78,6.82,4.23
721,0.78,Premium,F,SI1,62.4,58.0,,5.83,5.8,3.63
722,1.01,Premium,E,SI1,62.4,58.0,,6.37,6.42,3.99
723,0.4,Premium,E,VVS2,60.8,59.0,,4.73,4.77,2.89
724,0.5,Good,G,VVS2,63.8,56.0,,5.03,5.06,3.22
725,0.3,Ideal,G,VVS2,61.5,56.0,,4.34,4.31,2.66
726,1.24,Ideal,F,VS2,62.2,56.0,,6.94,6.88,4.3
727,0.9,Very Good,F,VS2,61.7,57.0,,6.17,6.21,3.82
728,0.52,Ideal,F,IF,60.3,57.0,,5.23,5.28,3.17
729,1.24,Very Good,H,SI2,61.0,59.0,,6.93,7.0,4.25
730,1.37,Ideal,H,VS1,63.8,56.0,,7.01,6.98,4.46
731,1.17,Ideal,F,VVS1,62.1,57.0,,6.82,6.73,4.21
732,0.5,Ideal,G,VVS2,60.5,55.0,,5.13,5.15,3.11
733,0.72,Good,F,SI2,63.8,59.0,,5.64,5.58,3.58
734,0.33,Ideal,D,VVS1,61.0,55.0,,4.52,4.47,2.74
735,0.42,Ideal,F,VS1,61.6,56.0,,4.82,4.8,2.96
736,0.66,Ideal,H,SI1,61.6,55.0,,5.63,5.66,3.48
737,0.57,Ideal,F,VS1,61.9,56.0,,5.39,5.3,3.31
738,0.73,Good,E,I1,56.9,60.0,,5.98,5.93,3.39
739,2.0,Good,J,SI2,61.5,61.0,,7.97,8.06,4.93
740,0.76,Fair,H,VVS2,64.8,57.0,,5.67,5.81,3.71
741,0.32,Ideal,H,VS1,62.9,54.0,,4.41,4.37,2.76
